PMID,Title,Abstract,ISSN,Journal,Location,Year,FirstAuthorForename,FirstAuthorLastname,FirstAuthorInitials,FirstAuthorAffiliation,Relevant
29469493,[Epidemic situation of malaria and progress of malaria elimination in Nantong City from 2008 to 2014].,"To analyze the epidemic status and progress of malaria elimination in Nantong City, so as to provide evidences for adjusting the control measures and guiding the work of malaria elimination.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 563-565,2016,Cao,Cai-Qun,C,"Nantong Center for Disease Control and Prevention, Jiangsu Province, Nantong 226007, China.",False
29469492,[Investigation on soil - transmitted nematode infections in national surveillance sites in Jiangsu Province from 2006 to 2015].,To understand the status of soil-transmitted nematode infections in rural residents so as to provide the evidence for formulating the guidance for prevention and control of the diseases.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 558-562,2016,Shen,Ming-Xue,S,"Key Laboratory of National Health and Family Planning Commission on Parasitic Disease Control and Prevention, Jiangsu Provincial Key Laboratory on Parasite and Vector Control Technology, Jiangsu Institute of Parasitic Diseases, Wuxi 214064, China.",False
29469494,[Malaria epidemiological analysis in Tengchong City from 2010 to 2015].,"To analyze the malaria epidemiological characteristics in Tengchong City from 2010 to 2015, so as to provide the evidence for adjusting and formulating measures in the elimination stage.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 566-568,2016,Wang,Jia-Zhi,W,"Tengchong Center for Disease Prevention and Control, Yunnan Province, Tengchong 679100, China.",False
29469497,[Malaria endemic situation and comprehensive prevention and control measures in Caoxian County].,"To understand the malaria endemic characteristics and control measures in Caoxian County, Shandong Province, so as to summarize the experiences of malaria elimination.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 575-577,2016,Liang,Zhan-Ju,L,"Caoxian Center for Disease Control and Prevention, Shandong Province, Caoxian 274400, China.",False
29469495,"[Malaria awareness among residents and students during malaria elimination phase in Jinshan District, Shanghai City].","To understand the awareness status of knowledge on malaria control among residents and students, so as to evaluate the effectiveness of health education during the elimination phase of malaria in Jinshan District, Shanghai City.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 569-571,2016,Shen,Li,S,"Jinshan District Center for Disease Control and Prevention, Shanghai City, Shanghai 201599, China.",False
29469498,[Prevention and control knowledge of echinococcosis in students in Qinghai Province].,"To understand the situation of prevention and control knowledge of echinococcosis in students in Qinghai Province, so as to provide an evidence for effective prevention and control of echinococcosis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 578-580,2016,Zhang,Jing-Ni,Z,"Qinghai Provincial People's Hospital, Xining 810007, China.",False
29469499,[,To understand the ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 581-583,2016,Xu,Min,X,"Monitoring Center of Schistosomiasis, Yangtze Water Resources Commission, Ministry of Water Resources, Wuhan 430019, China.",False
29469500,[,To observe and understand the morphology and structure of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 584-585,2016,Tao,Ning,T,"Department of Medical Parasitology, Wannan Medical University, Wuhu 241002, China.",False
29469501,[Size changes of erythrocytes infected with ,To explore the size changes of erythrocytes infected with ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 586-588,2016,Huang,Fei-Fan,H,"Changsha Center for Disease Control and Prevention, Hunan Province, Changsha 410004, China.",False
29469502,[Assessment and authentication of malaria elimination in Changzhou City].,"To analyze the results of assessment and authentication of malaria elimination of 7 county-level cities and districts in Changzhou City, Jiangsu Province, and explore the suitable monitoring methods for malaria after the elimination in this region, so as to provide the evidence for formulating and adjusting the malaria elimination strategies and measures.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 589-593,2016,Zhu,Shi-Ying,Z,"Changzhou Municipal Center for Disease Control and Prevention, Jiangsu Province, Changzhou 213022, China.",False
29469507,[Examination and evaluation on malaria elimination in Baise City].,To analyze the assessment results and summary the work experience of malaria elimination in Baise City.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 603-605,2016,Deng,Ji-Guang,D,"Baise Municipal Center for Disease Control and Prevention, Baise 533000, China.",False
29469509,[A domestic cat infected with a large number of ,Adult ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 609-610,2016,Chai,Qiang,C,"Department of Medical Parasitology, Wannan Medical College, Wuhu 241002, China.",False
29469518,[Study on transcriptome of ,To produce a comprehensive transcript dataset of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 300-304,2017,Qin,Zhi-Qiang,Q,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention; WHO Collaborating Centre for Tropical Diseases; National Center for International Research on Tropical Diseases, Ministry of Science and Technology; Key Laboratory of Parasite and Vector Biology, Ministry of Health, Shanghai 200025, China.",False
29469519,[Comparative analysis of malaria detection ability of laboratories in Shanghai City from 2012 to 2015].,"To compare the application effects of three methods, namely microscopic examination, antigen detection (RDT) and nucleic acid test (PCR) in malaria detection between municipal and districts/counties centers for disease control and prevention in Shanghai, and analyze the malaria detection ability of the laboratories in Shanghai.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 305-309,2017,Wang,Zhen-Yu,W,"Shanghai Municipal Center for Disease Control and Prevention, Shanghai 200336, China.",False
29469520,[Epidemiological analysis and control strategy discussion for overseas imported malaria cases reported in Chongqing City from 2011 to 2015].,"To analyze the epidemiological characteristics of overseas imported malaria reported in Chongqing City from 2011 to 2015, so as to provide the evidence for improving the imported malaria control strategies.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 310-314,2017,Luo,Fei,L,"Chongqing Center for Disease Control and Prevention, Chongqing 400042, China.",False
29469521,[Anti-tumor effect of ,To explore the anti-tumor effect of 17XL strains of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 315-319,2017,Qiao,Ji-Chen,Q,"Department of Microbiology and Parasitology, Bengbu Medical College; Anhui Key Laboratory of Infection and Immunity, Bengbu 233030, China.",False
29469522,[,To preliminarily study the pro-angiogenic activity of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 320-323,2017,Yin,Jian-Hai,Y,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention, Key Laboratory of Parasite and Vector Biology, Ministry of Health, WHO Collaborating Center for Tropical Diseases, National Center for International Research on Tropical Diseases, Ministry of Science and Technology, Shanghai 200025, China.",False
29469524,[Genotype analysis of ,To identify the genotype of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 329-333,2017,Zhou,Yong-Hua,Z,"Key Laboratory of National Health and Family Planning Commission on Parasitic Disease Control and Prevention, Jiangsu Provincial Key Laboratory on Parasite and Vector Control Technology, Jiangsu Institute of Parasitic Diseases, Wuxi 214064, China.",False
29469523,[Evaluation on application of China Disease Prevention and Control Information System of Hydatid Disease II System integration and simulation tests].,"To report the integrated progress of the hydatid disease information management system, and to provide the reference for further system improvements by analysis of results on simulation test feedback.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 324-328,2017,Yu,Qing,Y,"National Institute of Parasitic Diseases, China CDC, Key Laboratory of Parasite and Vector Biology, National Health and Family Planning Commission, WHO Collaborating Center for Tropical Diseases, Shanghai 200025, China.",False
29469525,[Comparison of three different methods for isolating RNA from ,To compare the effects of three kinds of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 334-337,2017,Xu,Shu-Jun,X,"School of Public health, Wannan Medical College, Wuhu 241002, China.",False
29469526,[Density and hydrostatic settling velocity of ,To understand the eco-hydraulics characteristics of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 338-339,2017,Min,Feng-Yang,M,"Changjiang River Scientific Research Institute, Hubei Province, Wuhan 430010, China.",False
29469528,[Short - term effects of two kinds of plastic mulch on ,To evaluate and compare the short-term effects of two kinds of plastic mulch on ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 342-345,2016,Zhang,Yun,Z,"Yunnan Institute of Endemic Diseases Control and Prevention, Dali 671000, China.",False
29469527,[,To report the seizure of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 340-341,2016,Chai,Qiang,C,"Department of Medical Parasitology, Wannan Medical College, Wuhu 241002, China.",False
29469531,[Survey on ,To investigate the prevalence and risk factors of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 352-354,2016,Gao,Dong-Lin,G,"Wuxi Center for Disease Control and Prevention, Jiangsu Province, Wuxi 214023, China.",False
29469533,[Investigation on Demodex infection status and influencing factors in medical students in Wuhu City].,To investigate the Demodex infection status and influencing factors in medical students in Wuhu City.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 358-362,2017,Zhao,Ru-Juan,Z,"School of Public Health, Wannan Medical College, Wuhu 241002, China.",False
29469532,[A comparison of knowledge awareness rates and influencing factors of clonorchiasis among residents in 4 counties (cities) of Hunan Province].,"To understand the status of knowledge awareness rates and influencing factors of clonorchiasis among the residents in 4 counties (cities) of Hunan Province, so as to provide the references for formulating the prevention and control strategy of clonorchiasis in the province.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 355-357,2017,Wei,Xuan-Dong,W,"Hunan Normal University, Changsha 410081, China.",False
29469536,[Experience and analysis of excellent works of human parasitology in national medical colleges and universities].,"Teaching competition is an effective way for college and university teachers to improve their teaching skills. Based on the teaching practice and experience in medical parasitology, this paper discusses several key issues in teaching competition including topics, teaching designs and teaching methods. It provides references for the teachers in department of parasitology of universities and colleges to improve the quality of classroom teaching.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 369-371,2017,Yang,Xiao-di,Y,"Department of Microbiology and Parasitology, Anhui Key Laboratory of Infection and Immunity, Bengbu Medical College, Bengbu 233030, China.",False
29469538,[Analysis of epidemiological characteristics of imported malaria cases in Chongqing Municipality in 2015].,To analyze the laboratory diagnosis results and epidemiological characteristics of imported malaria cases in Chongqing Municipality in 2015.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 374-376,2016,Tan,Yan,T,"Chongqing Municipal Center for Disease Control and Prevention, Chongqing 400042, China.",False
29469539,[Survey of ,To understand the prevalence of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 377-379,2017,Wu,Ya,W,"Clinical Laboratory, Hebei Province Chinese Medicine Hospital, Shijiazhuang 050011, China.",False
29469543,[Advances in automatic detection technology for images of thin blood film of malaria parasite].,"This paper reviews the computer vision and image analysis studies aiming at automated diagnosis or screening of malaria in microscope images of thin blood film smears. On the basis of introducing the background and significance of automatic detection technology, the existing detection technologies are summarized and divided into several steps, including image acquisition, pre-processing, morphological analysis, segmentation, count, and pattern classification components. Then, the principles and implementation methods of each step are given in detail. In addition, the promotion and application in automatic detection technology of thick blood film smears are put forwarded as questions worthy of study, and a perspective of the future work for realization of automated microscopy diagnosis of malaria is provided.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 388-392,2017,Zhang,Juan-Sheng,Z,"Xi'an Center for Disease Control and Prevention, Shaanxi Province, Xi'an 710054, China.",False
29469544,[,This paper reports the diagnosis and treatment of one rare case of thyroid dysfunction caused by ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 393-394,2017,Sun,Yue,S,"Department of Endocrine, First Affiliated Hospital, Guangxi Medical University, Nanning 530027, China.",False
29469545,[A case of dermatitis caused by ,Here we report a case of dermatitis caused by ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 395-396,2017,Hong,Yong,H,"Department of Medical Parasitology, Wannan Medical College, Anhui Province, Wuhu 241002, China.",False
29508600,[ATP-P2X,ATP (Adenosine triphosphate) is an important endogenous damage - associated molecular pattern (DAMP). P2X,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(29) 526-529,2017,J,Wang-Fang,J,"Department of Parasitology, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430030, China; Department of Clinical Laboratory, Changzhi People's Hospital, China.",False
29536699,[Control of imported mosquito-borne diseases under the Belt and Road Initiative].,"Mosquito is a vector of many infectious diseases, and it is recognized a leading killer of human in the world. After the Belt and Road Initiative launches, more are countries involved and the international communication and cooperation are significantly growing in China. Therefore, the risk of imported infectious diseases is increasing as well, some mosquito-borne diseases which have been well controlled or seldom seen in China, will be more risky to cause locally transmission from imported cases and become the threat to people's health in China. This paper reviews the risk of major imported mosquito borne-diseases to China, and discusses the control strategy as well, so as to provide the suggestion for entry-exit inspection and control of imported mosquito-borne diseases in China.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 9-13,2017,Wang,Sheng-Qiang,W,"Wuxi Entry-exit Inspection and Quarantine Bureau of PRC, Jiangsu Province, Wuxi 214101, China.",False
29536701,[Research on living status of ,To explore the dynamic changes of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 18-21,2017,Cheng,Wan-Ting,C,"Department of Epidemiology, School of Public Health, Fudan University, Key Laboratory of Public Health Safety, Ministry of Education; Tropical Disease Research Center, Fudan University, Shanghai 200032, China.",False
29536704,[Epidemiological analysis of malaria prevalence in Jiangsu Province in 2016].,"To understand the malaria epidemic situation and characteristics in Jiangsu Province in 2016, so as to provide the evidence for formulating and adjusting the strategy and measures for malaria elimination.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 32-36,2018,Zhou,Hua-Yun,Z,"Jiangsu Institute of Parasitic Diseases, Key Laboratory of National Health and Family Planning Commission on Parasitic Disease Control and Prevention, Jiangsu Provincial Key Laboratory of Parasite Molecular Biology, Jiangsu Institute of Parasitic Diseases, Wuxi 214064, China.",False
29536705,[Analysis of population genetic diversity of mosquitoes from Shandong Province based on mitochondrial DNA cytochrome oxidase subunit I gene fragment].,To explore the characteristics of gene sequence of mtDNA-COⅠ of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 37-41,2017,Guo,Xiu-Xia,G,"Shandong Institute of Parasitic Diseases, Shandong Academy of Medical Sciences, Department of Medical Entomology, Shandong Provincial Key Laboratory of Health and Vector Biology, Jining 272033, China.",False
29536706,[,To explore the possible mechanisms by which ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 42-46,2018,Qi,Qian-Qian,Q,"Department of Pathogen Biology, Nanjing Medical University, Nanjing 211166, China.",False
29536707,[Study on the ARIMA model application to predict echinococcosis cases in China].,"To predict the monthly reported echinococcosis cases in China with the autoregressive integrated moving average (ARIMA) model, so as to provide a reference for prevention and control of echinococcosis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 47-53,2018,Tan,En-Li,T,"Department of Gerontal Respiratory Medicine, First Hospital of Lanzhou University, Lanzhou 730000, China.",False
29536708,[Effectiveness evaluation of dynamic automatic identification system (device) of ,To develop a dynamic automatic identification system (device) of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 54-56,2018,Gao,Yuan,G,"Nanjing Center for Disease Control and Prevention, Jiangsu Province, Nanjing 210003, China.",False
29536710,[Epidemiological analysis of malaria surveillance in Jinan City from 2012 to 2016].,"To analyze the epidemiological characteristics of malaria reported in the malaria surveillance system in Jinan City from 2012 to 2016, so as to provide the evidence for improving the ability of diagnosis, treatment, prevention and control of malaria.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 62-64,2017,Zhao,Xiao-Dong,Z,"Jinan Municipal Center for Disease Control and Prevention, Shandong Province, Jinan 250021, China.",False
29536711,[Overwintering surveillance of ,To understand the ecological habits of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 65-67,2018,Yan,Dong-Mei,Y,"Shandong Institute of Parasitic Diseases, Vector Biology Key Laboratory of Medicine and Health of Shandong Province, Shandong Province, Jining 272033, China.",False
29536712,"[Epidemic status of human key parasitic diseases in Tongcheng City, Anhui Province].","To understand the current status of key parasitic diseases in Tongcheng City, so as to provide an epidemiological reference for formulating the scientific planning for ""13",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 68-71,2017,Jiang,Long-Zhi,J,"Tongcheng Schistosomiasis Control Station, Anhui Province, Tongcheng 231400, China.",False
29536713,"[Investigation of major parasitic diseases and related knowledge, attitude and practice among rural residents in Liyang City].","To investigate the prevalence of major parasitic diseases and related knowledge, attitude and practice among rural residents in Liyang City, so as to provide the evidence for formulating appropriate preventive strategies and measures.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 72-75,2017,Guo,Yan-Li,G,"Changzhou Center for Disease Control and Prevention, Jiangsu Province, Changzhou 213022, China.",False
29536714,[Investigation and morphological observation of ,To investigate the ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 76-77,2017,Chai,Qiang,C,"Department of Medical Parasitology, Wannan Medical College, Wuhu 241002, China.",False
29536715,"[Preliminary investigation of acaroid mites breeding in commercial food in Hsinchu City, Taiwan Province, China].","To investigate the breeding of acaroid mites in the stored food in Taiwan Province, China.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 78-80,2017,Tao,Ning,T,"Department of Medical Parasitology, Wannan Medical College, Wuhu 241002, China.",False
29536716,[Effect of short-term global health training on tropical diseases and its related factors].,"To investigate the effect of short-term global health training on tropical diseases in China, so as to provide the reference in professional trainings.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 81-83,2018,Li,Hong-Mei,L,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention; WHO Collaborating Center for Tropical Diseases; National Center for International Research on Tropical Diseases, Ministry of Science and Technology; Key Laboratory of Parasites and Vector Biology, National Health and Family Planning Commission, Shanghai 200025, China.",False
29536720,[Research status of rhoptry protein of ,"At present, there are no ideal drugs and measures in the treatment and prevention of toxoplasmosis. The development of safe, convenient, and strong protective nucleic acid vaccine is an important strategy for prevention and control of toxoplasmosis. The rhoptry protein (ROP) is a large class of proteins secreted by ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 94-98,2018,Ma,Rong,M,"School of Medicine and Life Sciences, University of Jinan - Shandong Academy of Medical Sciences, Jinan 250000, China; Shandong Institute of Parasitic Diseases, Jining 272033, China.",False
29536721,[Current status and research progress of cysticercosis].,Cysticercosis refers to a parasitic infection caused by the larvae of pork tapeworm ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 99-103,2018,Li,Huan-Zhang,L,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention; Key Laboratory of Parasite and Vector Biology, National Health and Family Planning Commission; WHO Collaborating Center for Tropical Diseases; National Center for International Research on Tropical Diseases, Ministry of Science and Technology, Shanghai 200025, China.",False
29536723,[Report of 5 cases of Griesinger syndrome in the elderly].,"There were 5 elderly patients with Griesinger syndrome. There was no specificity in the clinical manifestations of Griesinger syndrome in the elderly. The positive rate of stool hookworm eggs was low, but the gastroscopy could help the diagnosis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 108-109,2017,Tan,Dan,T,"Department of Geriatrics, Changyang Tujia Autonomous County People's Hospital, Hubei Province, Changyang 443500, China.",False
29770652,[Effects of glycolytic pathway on generation of regulatory T cells during ,To assess the influence of glycolytic pathway on the proportion and numbers of regulatory T cells during ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 131-135,2018,Wang,Xiao-Fan,W,"Department of Pathogen Biology, Nanjing Medical University, Nanjing 211166, China.",False
29770653,[Study on role of TIGIT signal in Th1/Th2 balance in ,To investigate the role of TIGIT signal in Th1/Th2 balance in the process of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 136-139,2018,Zhang,Li-Na,Z,"Department of Pathogen Biology, Nanjing Medical University, Nanjing 211166, China.",False
29770654,[Preparation of freeze - drying control materials of IgG antibody against ,To prepare freeze-drying control materials of IgG antibody against ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 140-144,2018,Huang,Jin,H,"Wuhan Fourth Hospital, Puai Hospital, Tongji Medical College, Huazhong University of Science and Technology, Hubei Province, Wuhan 430033, China.",False
29770655,[Quantitative determination of biogenic amine from ,To establish a method for the quantitative determination of serotonin and dopamine in the nervous system of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 145-148,2018,Huang,Tao,H,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention; WHO Collaborating Centre for Tropical Diseases; National Center for International Research on Tropical Diseases, Ministry of Science and Technology; Key Laboratory of Parasite and Vector Biology, National Health and Family Planning Commission, Shanghai 200025, China.",False
29770656,[Study on expression characteristics of cytochrome P450 genes in ,"To explore the expression characteristics of cytochrome P450 (CYP) candidate genes (CYP6M3, CYP6Y1, CYP6P5, CYP4H14, CYP4G17, CYP12F16) in ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 149-154,2018,Wei,Mo,W,"Key Laboratory of National Health and Family Planning Commission on Parasitic Disease Control and Prevention, Jiangsu Provincial Key Laboratory on Parasite and Vector Control Technology, Jiangsu Institute of Parasitic Diseases, Wuxi 214064, China.",False
29770657,"[Cloning, expression and immunity analysis of transketolase of ",To obtain the prokaryotic expression of transketolase genes and analyze its value as a diagnostic antigen for echinococcosis.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 155-160,2018,Cao,De-Ping,C,"Department of Pathogenic Biology, Medical College, Qinghai University, Xining 810001, China.",False
29770658,[A case-control study on risk factors of cystic echinococcosis in humans in Tibetan areas].,"To understand the risk factors of cystic echinococcosis in Tibetan population, so as to provide the reference for development of prevention and control strategies.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 161-164,2018,Wu,Wen-Ting,W,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention; WHO Collaborative Center for Tropical Diseases; National Center for International Research on Tropical Diseases, Ministry of Science and Technology; Key Laboratory of Parasite and Vector Biology, National Health and Family Planning Commission of China, Shanghai 200025, China.",False
29770659,"[Investigation on unhealthy related behaviors of echinococcosis patients in Garzê Prefecture, Sichuan Province].","To understand the unhealthy related behaviors of echinococcosis patients in Tibetan region in Sichuan Province, so as to provide the references for the health education of echinococcosis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 165-172,2018,Tian,Ke-Qing,T,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention, Key Laboratory of Parasite and Vector Biology, National Health and Family Planning Commission of China, WHO Collaborating Center for Tropical Diseases, National Center for International Research on Tropical Diseases, Shanghai 200025, China.",False
29770660,[Genotyping and gene nucleotide polymorphism of epidemic strain of ,To understand the genotypes and nucleotide polymorphisms of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 173-178,2018,Zhang,Xue-Yong,Z,"Academy of Animal and Veterinary Sciences, Qinghai University, State Key Laboratory of Plateau Ecology and Agriculture, Xining 810016, China.",False
29770661,[Genotyping and polymorphism analysis of cytochrome c oxidase subunit Ⅰ gene of ,To analyze the genetic diversity of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 179-183,2018,Zhang,Cang-Lin,Z,"Yunnan Institute of Parasitic Diseases, Pu'er 665099, China.",False
29770662,[Construction and expression of multi-gene recombinant plasmid pEG-FP-N1-HBsAg-ROP2].,"To construct pEGFP-N1-HBsAg-ROP2 recombinant expression plasmid and transfect HEK293T cells for expression, and pay a way for ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 184-188,2018,Ma,Rong,M,"School of Medicine and Life Sciences, University of Jinan - Shandong Academy of Medical Sciences, Jinan 250000, China; Shandong Institute of Parasitic Diseases, Jining 272033, China.",False
29770663,[,To ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 189-193,2018,Xie,Jian,X,"Department of Medical Genetics, Zunyi University, Zunyi 563003, China.",False
29770664,[Survey and analysis of major human parasitic diseases in Chongqing City].,"To investigate the epidemic of major human parasitic diseases in Chongqing City, so as to provide a reference for developing prevention and control strategies.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 194-199,2018,Li,Shan-Shan,L,"Chongqing Center for Disease Control and Prevention, Chongqing 400042, China.",False
29770669,[Design and implementation of field questionnaire survey system of taeniasis/cysticercosis].,"A taeniasis/cysticercosis information management system was designed to achieve the dynamic monitoring of the epidemic situation of taeniasis/cysticercosis and improve the intelligence level of disease information management. The system includes three layer structures (application layer, technical core layer, and data storage layer) and designs a datum transmission and remote communication system of traffic information tube in Browser/Server architecture. The system is believed to promote disease datum collection. Additionally, the system may provide the standardized data for convenience of datum analysis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 211-214,2018,Li,Huan-Zhang,L,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention, Key Laboratory of Parasite and Vector Biology, National Health and Family Planning Commission, WHO Collaborating Center for Tropical Diseases, National Center for International Research on Tropical Diseases, Ministry of Science and Technology, Shanghai 20025, China.",False
29770670,"[Final evaluation of Control Program of Key Parasitic Diseases in Jinhu County (2006-2015), Jiangsu Province].","To evaluate the implementation of the Control Program of Key Parasitic Diseases in Jinhu County from 2006 to 2015, so as to provide the evidence for the future work of prevention and control.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 215-218,2018,Sun,Dao-Kuan,S,"Jinhu County Station of Schistosomiasis Control, Jiangsu Province, Jinhu 211600, China.",False
29770671,[Prevalence of ,To understand the prevalence of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(30) 219-221,2018,Zheng,Ying-Yan,Z,"Zhongshan Torch High-tech Industrial Development Zone of Community Health Service Center, Guangdong Province, Zhongshan 528400, China.",False
